,title,year,popularity,homepage,type,action,comedy,fantasy,horror,non-fiction,romance
330,Flight of the Phoenix,2004,5.7,,M,1,0,1,0,0,0
331,Unbreakable,2000,6.9,,M,1,0,1,0,0,0
332,Snake Eyes,1998,5.8,,M,0,0,0,1,0,0
333,Sphere,1998,5.8,http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html,M,0,0,1,0,0,0
334,The Angry Birds Movie,2016,5.9,http://www.angrybirds-movie.com/en/,M,0,1,0,0,0,0
335,Funny People,2009,5.7,http://www.funnypeoplemovie.com,M,0,1,1,0,0,0
336,The Kingdom,2007,6.5,http://www.thekingdommovie.com/,M,1,0,1,0,0,0
337,Dr. Dolittle 2,2001,4.9,,M,0,1,1,0,0,1
338,Braveheart,1995,7.7,,M,1,0,1,0,1,0
339,Jarhead,2005,6.6,,M,0,0,1,0,1,0
340,The Simpsons Movie,2007,6.9,http://www.simpsonsmovie.com/,M,0,1,0,0,0,0
341,The Majestic,2001,6.6,,M,0,0,1,0,0,1
342,Driven,2001,4.5,,M,1,0,0,0,0,0
343,Two Brothers,2004,6.9,,M,1,0,1,0,0,0
344,The Village,2004,6.2,,M,1,0,1,1,0,0
345,Doctor Dolittle,1998,5.4,,M,0,1,1,0,0,0
346,Signs,2002,6.4,,M,1,0,1,1,0,0
347,Shrek 2,2004,6.7,http://www.shrek2.com/,M,1,1,1,0,0,0
348,Runaway Bride,1999,5.7,,M,0,1,0,0,0,1
349,xXx,2002,5.8,http://www.sonypictures.com/movies/xxx/,M,1,0,0,0,0,0
350,The SpongeBob Movie: Sponge Out of Water,2015,5.8,http://www.spongebobmovie.com/,M,1,1,0,0,0,0
351,Ransom,1996,6.4,,M,1,0,0,0,0,0
352,Hook,1991,6.6,,M,1,1,1,0,0,0
353,Die Hard 2,1990,6.6,,M,1,0,0,0,0,0
354,S.W.A.T.,2003,5.8,http://www.sonypictures.com/homevideo/swat/,M,1,0,0,1,0,0
355,Vanilla Sky,2001,6.5,,M,1,0,1,1,0,1
356,AVP: Alien vs. Predator,2004,5.5,http://www.avp-movie.com/,M,1,0,1,0,0,0
357,Alvin and the Chipmunks: The Squeakquel,2009,5.4,http://www.munkyourself.com/,M,0,1,1,0,1,0
358,We Were Soldiers,2002,6.7,,M,1,0,0,0,1,0
359,Star Trek: Insurrection,1998,6.3,,M,1,0,1,0,0,0
360,Battle: Los Angeles,2011,5.5,http://www.battlela.com,M,1,0,1,0,0,0
361,Big Fish,2003,7.6,,M,1,0,1,0,0,0
362,Wolf,1994,6,,M,0,0,1,0,0,0
363,War Horse,2011,7,http://www.warhorsemovie.com/,M,0,0,1,0,1,0
364,The Monuments Men,2014,5.8,http://www.monumentsmen.com/,M,1,0,1,0,1,0
365,The Abyss,1989,7.1,,M,1,0,1,0,0,0
366,Wall Street: Money Never Sleeps,2010,5.8,http://www.wallstreetmoneyneversleeps.com/,M,0,0,1,1,0,0
367,The Siege,1998,6,,M,1,0,1,1,0,0
368,Seven Years in Tibet,1997,7,,M,1,0,1,0,1,0
369,The Dilemma,2011,5.2,http://www.thedilemmamovie.com,M,0,1,1,0,0,0
370,Bad Company,2002,5.4,,M,1,1,0,0,0,0
371,Doom,2005,5,,M,1,0,0,1,0,0
372,I Spy,2002,5.2,,M,1,1,0,0,0,0
373,Underworld: Awakening,2012,6.1,http://www.entertheunderworld.com/,M,1,0,1,1,0,0
374,Hart's War,2002,5.9,,M,0,0,1,0,1,0
375,Killer Elite,2011,6.1,,M,1,0,0,0,0,0
376,Rollerball,2002,3.4,,M,1,0,1,0,0,0
377,Ballistic: Ecks vs. Sever,2002,4.3,,M,1,0,0,0,0,0
378,Hard Rain,1998,5.5,,M,1,0,0,0,0,0
379,Osmosis Jones,2001,5.9,http://www.osmosisjones.com/,M,1,1,0,0,0,0
380,Legends of Oz: Dorothy's Return,2013,5.9,http://www.dorothyofozthemovie.com/,M,0,1,0,0,1,0
381,Sky Captain and the World of Tomorrow,2004,5.7,http://www.skycaptain.com/,M,1,0,1,1,0,0
382,Basic Instinct 2,2006,4.6,,M,1,0,0,1,0,0
383,The Legend of Hercules,2014,4.4,,M,1,0,0,0,0,0
384,The Sum of All Fears,2002,5.9,http://www.paramount.com/movies/sum-all-fears,M,1,0,1,0,0,0
385,The Score,2001,6.7,,M,1,0,0,1,0,0
386,Money Train,1995,5.4,,M,1,1,0,1,0,0
387,Agora,2009,6.9,http://www.agoralapelicula.com/,M,1,0,1,0,1,0
388,Mystery Men,1999,5.7,,M,1,1,1,0,0,0
389,Hall Pass,2011,5.4,http://hallpassmovie.warnerbros.com/,M,0,1,0,0,0,0
390,The Insider,1999,7.3,,M,1,0,1,0,0,0
391,Dinner for Schmucks,2010,5.5,http://www.dinnerforschmucks.com/,M,0,1,0,0,0,0
392,Abraham Lincoln: Vampire Hunter,2012,5.5,,M,1,0,1,1,0,0
393,Entrapment,1999,6,http://www.foxmovies.com.au/entrapment,M,0,0,1,1,0,1
394,The X Files,1998,6.6,,M,1,0,1,1,0,0
395,The Last Legion,2007,5,,M,1,0,1,0,1,0
396,Saving Private Ryan,1998,7.9,,M,0,0,1,0,1,0
397,What Women Want,2000,6.1,,M,0,1,0,0,0,1
398,Ice Age,2002,7.1,http://www.iceagemovies.com/films/ice-age,M,1,1,0,0,0,0
399,Dreamcatcher,2003,5.3,http://dreamcatchermovie.warnerbros.com/,M,1,0,1,1,0,0
400,The Matrix,1999,7.9,http://www.warnerbros.com/matrix,M,1,0,1,0,0,0
401,Apollo 13,1995,7.3,,M,0,0,1,0,0,0
402,The Santa Clause 2,2002,5.5,,M,0,1,1,0,0,0
403,Les MisÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â©rables,2012,7.1,http://www.lesmiserablesfilm.com,M,0,0,1,0,1,1
404,You've Got Mail,1998,6.3,http://youvegotmail.warnerbros.com,M,0,1,0,0,0,1
405,The Mask of Zorro,1998,6.3,,M,1,0,0,0,0,0
406,Due Date,2010,6.2,http://duedatemovie.warnerbros.com/,M,0,1,1,0,0,0
407,Space Cowboys,2000,6.3,http://movies.warnerbros.com/spacecowboys/index.html,M,1,0,0,0,0,0
408,Cliffhanger,1993,6.1,,M,1,0,0,0,0,0
409,Broken Arrow,1996,5.7,,M,1,0,1,0,0,0
410,The Kid,2000,6,http://movies.disney.com/the-kid,M,0,1,1,0,0,0
411,World Trade Center,2006,5.9,,M,1,0,1,0,1,0
412,Mona Lisa Smile,2003,6.5,,M,0,0,1,0,0,1
413,Eyes Wide Shut,1999,7.1,http://eyeswideshut.warnerbros.com/,M,0,0,1,1,0,0
414,Blade: Trinity,2004,5.7,http://www.warnerbros.com/blade-trinity,M,1,0,1,1,0,0
415,Red Dawn,1984,6.4,,M,1,0,0,0,0,0
416,Primary Colors,1998,6.1,,M,0,1,1,0,0,0
417,The Long Kiss Goodnight,1996,6.5,,M,1,0,0,1,0,0
418,Proof of Life,2000,6,,M,1,0,1,0,0,1
419,Zathura: A Space Adventure,2005,6.1,,M,1,0,1,0,0,0
420,Fight Club,1999,8.3,http://www.foxmovies.com/movies/fight-club,M,0,0,1,0,0,0
421,We Are Marshall,2006,6.7,,M,0,0,1,0,0,0
422,Hudson Hawk,1991,5.4,,M,1,1,0,0,0,0
423,Lucky Numbers,2000,4.9,,M,1,1,0,1,0,1
424,"I, Frankenstein",2014,5,http://www.ifrankensteinfilm.com,M,1,0,0,1,0,0
425,Oliver Twist,2005,6.7,http://www.olivertwistthemovie.co.uk/,M,0,0,1,1,0,0
426,Elektra,2005,4.8,http://marvel.com/movies/movie/13/elektra,M,1,0,1,0,0,0
427,Random Hearts,1999,5.3,,M,0,0,1,0,0,1
428,Austin Powers in Goldmember,2002,5.9,http://www.austinpowers.com/,M,0,1,1,1,0,0
429,Astro Boy,2009,6.1,http://www.astroboy-themovie.com/,M,1,1,1,0,0,0
430,Jurassic Park,1993,7.6,http://www.jurassicpark.com/,M,1,0,1,0,0,0
431,Wyatt Earp,1994,6.5,,M,1,0,1,0,0,0
432,Clear and Present Danger,1994,6.4,,M,1,0,1,0,0,0
433,Dragon Blade,2015,5.9,,M,1,0,1,0,0,0
434,Little Man,2006,5.3,http://www.littleman-movie.com/,M,0,1,0,1,0,0
435,U-571,2000,6.1,http://www.u-571.com/,M,1,0,1,0,1,0
436,The American President,1995,6.5,,M,0,1,1,0,0,1
437,The Love Guru,2008,4.3,http://www.lovegurumovie.com/,M,0,1,0,0,0,1
438,3000 Miles to Graceland,2001,5.8,,M,1,1,0,1,0,0
439,Blades of Glory,2007,5.9,,M,1,1,1,0,0,0
440,Hop,2011,5.5,http://www.iwantcandy.com/,M,0,1,0,0,0,0
441,Meet the Fockers,2004,6.1,http://www.meetthefockers.com/index.php,M,0,1,0,0,0,1
442,Marley & Me,2008,6.9,http://marleyandmemovie.com/,M,0,1,0,0,0,0
443,The Green Mile,1999,8.2,http://thegreenmile.warnerbros.com/,M,0,0,1,1,0,0
444,Wild Hogs,2007,5.6,http://video.movies.go.com/wildhogs/,M,1,1,0,0,0,0
445,Chicken Little,2005,5.6,http://movies.disney.com/chicken-little,M,0,1,0,0,0,0
446,The Bourne Identity,2002,7.3,http://www.universalstudiosentertainment.com/the-bourne-identity/,M,1,0,1,1,0,0
447,GoldenEye,1995,6.6,http://www.mgm.com/view/movie/757/Goldeneye/,M,1,0,0,0,0,0
448,The General's Daughter,1999,6.1,,M,1,0,1,1,0,0
449,The Truman Show,1998,7.8,,M,0,1,1,0,0,0
450,The Prince of Egypt,1998,6.8,,M,1,1,1,0,1,0
451,Daddy Day Care,2003,5.6,,M,0,1,0,0,0,0
452,2 Guns,2013,6.6,http://www.2guns.net/,M,1,1,0,1,0,0
453,Cats & Dogs,2001,5,http://catsanddogsmovie.warnerbros.com/cmp/main.html,M,0,1,0,0,0,0
454,The Italian Job,2003,6.6,http://www.italianjobmovie.com/,M,1,0,0,1,0,0
455,Two Weeks Notice,2002,5.9,,M,0,1,0,0,0,1
456,Antz,1998,6,,M,1,1,0,0,0,0
457,Days of Thunder,1990,5.9,,M,1,0,0,0,0,0
458,Cheaper by the Dozen 2,2005,5.7,,M,0,1,0,0,0,0
459,Eat Pray Love,2010,5.8,http://www.sonypictures.com/movies/eatpraylove/,M,0,0,1,0,0,0
460,The Family Man,2000,6.5,,M,0,1,1,0,0,1
461,Any Given Sunday,1999,6.8,,M,0,0,1,0,0,0
462,The Horse Whisperer,1998,6.7,,M,0,0,1,0,0,1
463,Collateral,2004,7,,M,1,0,1,1,0,0
464,The Scorpion King,2002,5.3,http://www.the-scorpion-king.com/,M,1,0,1,0,0,0
465,Ladder 49,2004,6.2,,M,1,0,1,0,0,0
466,Deep Blue Sea,1999,5.6,,M,1,0,1,0,0,0
467,This Is It,2009,6.7,http://www.thisisit-movie.com,M,0,0,0,0,1,0
468,Kangaroo Jack,2003,4.3,,M,1,1,0,1,0,0
469,Man on Fire,2004,7.3,,M,1,0,1,1,0,0
470,The Shaggy Dog,2006,4.5,http://movies.disney.com/the-shaggy-dog-2006,M,0,1,0,0,0,0
471,Starsky & Hutch,2004,5.6,,M,0,1,0,1,0,0
472,Jingle All the Way,1996,5.5,,M,0,1,0,0,0,0
473,Hellboy,2004,6.5,http://www.sonypictures.com/homevideo/hellboy/,M,1,0,1,0,0,0
474,A Civil Action,1998,6.1,,M,0,0,1,0,0,0
475,ParaNorman,2012,6.7,http://paranorman.com,M,1,1,0,0,0,0
476,The Jackal,1997,6.1,,M,1,0,0,1,0,0
477,Paycheck,2003,5.9,,M,1,0,1,1,0,0
478,Up Close & Personal,1996,5.9,,M,0,0,1,0,0,1
479,The Tale of Despereaux,2008,5.8,https://www.uphe.com/movies/the-tale-of-despereaux,M,1,1,0,0,0,0
480,The Tuxedo,2002,5.3,,M,1,1,1,0,0,0
481,Under Siege 2: Dark Territory,1995,5.6,,M,1,0,0,0,0,0
482,Alien: Resurrection,1997,5.9,,M,1,0,1,1,0,0
483,The Boxtrolls,2014,6.6,,M,0,1,1,0,0,0
484,Practical Magic,1998,6.3,,M,0,1,1,0,0,0
485,Miss Congeniality 2: Armed and Fabulous,2005,5.3,,M,1,1,0,0,0,0
486,Reign of Fire,2002,6,,M,1,0,1,0,0,0
487,Year One,2009,4.6,,M,1,1,0,0,0,0
488,Invictus,2009,7,http://invictusmovie.warnerbros.com,M,0,0,1,0,1,0
489,State of Play,2009,6.7,http://www.stateofplaymovie.net/,M,1,0,0,0,0,0
490,Duplicity,2009,5.7,http://www.universalstudiosentertainment.com/duplicity/,M,0,1,0,1,0,1
491,My Favorite Martian,1999,5.1,,M,0,1,1,0,0,0
492,The Sentinel,2006,5.8,,M,1,0,0,1,0,0
493,Planet 51,2009,5.6,http://www.sonypictures.com/movies/planet51/,M,1,1,1,0,0,0
494,Star Trek: Nemesis,2002,6.1,,M,1,0,1,0,0,0
495,Intolerable Cruelty,2003,5.8,,M,0,1,0,1,0,1
496,Trouble with the Curve,2012,6.6,http://troublewiththecurve.warnerbros.com/,M,0,0,1,0,0,1
497,Edge of Darkness,2010,6.2,,M,1,0,1,1,0,0
498,The Relic,1997,5.8,,M,1,0,0,1,0,0
499,Analyze That,2002,5.7,,M,0,1,0,1,0,0
500,Righteous Kill,2008,5.9,http://www.righteouskill-themovie.com,M,1,0,1,1,0,0
501,Mercury Rising,1998,6,,M,1,0,1,1,0,0
502,The Soloist,2009,6.6,http://www.soloistmovie.com,M,0,0,1,0,0,0
503,The Legend of Bagger Vance,2000,6.3,,M,0,0,1,0,0,0
504,Almost Famous,2000,7.4,,M,0,0,1,0,1,0
505,Garfield: A Tail of Two Kitties,2006,5.1,,M,0,1,0,0,0,0
506,xXx: State of the Union,2005,4.7,http://www.sonypictures.com/movies/xxxstateoftheunion/,M,1,0,1,1,0,0
507,Priest,2011,5.4,http://www.priest-themovie.com/,M,1,0,1,1,0,0
508,Sinbad: Legend of the Seven Seas,2003,6.6,http://sinbad-themovie.com/main.html,M,1,1,0,0,0,0
509,Event Horizon,1997,6.5,,M,0,0,1,1,0,0
510,Dragonfly,2002,6.1,,M,0,0,1,0,0,0
511,The Black Dahlia,2006,5.7,,M,0,0,1,0,0,0
512,Flyboys,2006,6.3,,M,1,0,1,0,1,1
513,The Last Castle,2001,7,,M,1,0,1,0,0,0
514,Supernova,2000,4.9,,M,1,0,1,1,0,0
515,Winter's Tale,2014,6,http://www.winterstalemovie.com/,M,0,0,1,1,0,1
516,Meet Dave,2008,5,http://www.meetdavemovie.com/,M,1,1,1,0,0,0
517,Dark Water,2005,5.3,,M,1,0,1,1,0,0
518,Edtv,1999,5.7,,M,0,1,0,0,0,0
519,Inkheart,2008,6,http://www.inkheartmovie.com/,M,1,0,1,0,0,0
520,The Spirit,2008,4.7,http://www.mycityscreams.com/,M,1,1,1,1,0,0
521,Mortdecai,2015,5.4,http://mortdecaithemovie.com/,M,1,1,0,0,0,0
522,In the Name of the King: A Dungeon Siege Tale,2007,4.1,http://www.inthenameoftheking.com/,M,1,0,1,0,0,0
523,Beyond Borders,2003,6.7,,M,1,0,1,0,1,1
524,The Monkey King 2,2016,6,http://themonkeykingmovie.com,M,1,0,1,0,0,0
525,The Great Raid,2005,6.8,,M,1,0,0,0,1,0
526,Holy Man,1998,4.9,,M,0,1,1,0,0,0
527,Just Like Heaven,2005,6.5,,M,0,1,1,0,0,1
528,The Flintstones in Viva Rock Vegas,2000,4.4,http://www.vivarockvegas.com/,M,0,1,1,0,0,1
529,Rambo III,1988,5.7,,M,1,0,0,0,1,0
530,Leatherheads,2008,5.7,http://www.leatherheadsmovie.com/,M,0,1,1,0,0,1
531,Did You Hear About the Morgans?,2009,5.1,,M,0,1,0,0,0,0
532,Red Tails,2012,5.9,http://www.redtails2012.com/,M,1,0,1,0,1,0
533,The Devil's Advocate,1997,7.2,,M,1,0,1,1,0,0
534,That's My Boy,2012,5.5,http://www.sonypictures.com/movies/thatsmyboy/,M,0,1,0,0,0,0
535,DragonHeart,1996,6.4,,M,0,0,1,0,0,0
536,After the Sunset,2004,6,http://www.afterthesunset.com/,M,1,1,1,1,0,0
537,Ghost Rider: Spirit of Vengeance,2011,4.7,http://www.thespiritofvengeance.com/,M,1,0,1,0,0,0
538,Captain Corelli's Mandolin,2001,5.5,http://movies.uip.de/corellismandoline/,M,0,0,1,0,1,1
539,The Pacifier,2005,5.8,http://movies.disney.com/the-pacifier,M,1,1,1,0,0,0
540,Walking Tall,2004,6,,M,1,0,1,0,0,0
541,Forrest Gump,1994,8.2,,M,0,1,1,0,0,1
542,Alvin and the Chipmunks,2007,5.5,http://www.chipmunks.com,M,0,1,1,0,1,0
543,Meet the Parents,2000,6.6,,M,0,1,0,0,0,1
544,Pocahontas,1995,6.7,,M,1,1,1,0,0,0
545,Superman,1978,6.9,,M,1,0,1,0,0,0
546,The Nutty Professor,1996,5.4,,M,0,1,1,0,0,1
547,Hitch,2005,6.4,,M,0,1,1,0,0,1
548,George of the Jungle,1997,5.4,,M,1,1,0,0,0,1
549,American Wedding,2003,6,,M,0,1,0,0,0,1
550,Date Night,2010,5.9,http://www.datenight-movie.com/,M,0,1,0,0,0,0
551,Casper,1995,6,,M,0,1,1,0,0,0
552,Maid in Manhattan,2002,5.6,http://www.sonypictures.com/movies/maidinmanhattan/,M,0,1,1,0,0,1
553,Crimson Tide,1995,7,,M,1,0,1,0,0,0
554,Flightplan,2005,6.1,,M,1,0,1,1,0,0
555,Disclosure,1994,5.9,,M,1,0,1,1,0,1
556,City of Angels,1998,6.4,,M,0,0,1,0,0,1
557,Kill Bill: Vol. 1,2003,7.7,http://www.miramax.com/movie/kill-bill-volume-1/,M,1,0,0,1,0,0
558,Bowfinger,1999,6,,M,0,1,0,0,0,0
559,Kill Bill: Vol. 2,2004,7.6,,M,1,0,0,1,0,0
560,Tango & Cash,1989,6.1,,M,1,1,0,0,0,0
561,Death Becomes Her,1992,6.3,,M,0,1,1,0,0,0
562,Shanghai Noon,2000,6.2,,M,1,1,0,0,0,0
563,Executive Decision,1996,5.8,,M,1,0,1,0,0,0
564,Mr. Popper's Penguins,2011,5.7,http://www.popperspenguins.com/main.html,M,0,1,0,0,0,0
565,The Forbidden Kingdom,2008,6.3,http://www.forbiddenkingdommovie.com/,M,1,0,1,0,0,0
566,Free Birds,2013,5.7,,M,0,1,0,0,0,0
567,AlienÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â³,1992,6.2,,M,1,0,1,1,0,0
568,Evita,1996,5.9,http://en.wikipedia.org/wiki/Evita_(film),M,0,0,1,0,1,0
569,Ronin,1998,6.7,,M,1,0,0,1,0,0
570,The Ghost and the Darkness,1996,6.4,,M,1,0,0,0,0,0
571,Paddington,2014,7,http://www.paddington.com/,M,0,1,0,0,0,0
572,The Watch,2012,5.3,,M,0,1,0,0,0,0
573,The Hunted,2003,6,,M,1,0,1,1,0,0
574,Instinct,1999,6.2,,M,1,0,1,1,0,0
575,Stuck on You,2003,5.1,,M,0,1,0,0,0,0
576,Semi-Pro,2008,5.4,http://newline.com/properties/semipro.html,M,0,1,0,0,0,0
577,The Pirates! In an Adventure with Scientists!,2012,6.4,,M,1,1,0,0,0,0
578,Chain Reaction,1996,5.3,,M,1,0,1,0,0,0
579,The Fan,1996,5.7,,M,1,0,1,1,0,0
580,The Phantom of the Opera,2004,7,,M,1,0,1,0,0,1
581,Elizabeth: The Golden Age,2007,6.6,,M,0,0,1,0,1,1
582,ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â on Flux,2005,5.4,,M,1,0,1,0,0,0
583,Gods and Generals,2003,6.1,,M,0,0,1,0,1,0
584,Turbulence,1997,5.2,,M,1,0,0,1,0,0
585,Imagine That,2009,5.7,http://www.imaginethatmovie.com/,M,0,1,0,0,0,0
586,Muppets Most Wanted,2014,6.2,,M,1,1,0,1,0,0
587,Thunderbirds,2004,4.2,http://www.thunderbirdsmovie.com,M,1,1,1,0,0,0
588,Burlesque,2010,6.9,http://www.burlesquethemovie.com/,M,0,0,1,0,0,1
589,A Very Long Engagement,2004,7.1,,M,0,0,1,0,0,0
590,Lolita,2062,7.3,,M,0,0,1,0,0,1
591,D-Tox,2002,5.3,,M,1,0,0,0,0,0
592,Blade II,2002,6.2,http://www.warnerbros.com/blade-ii,M,1,0,1,1,0,0
593,Bullet to the Head,2013,5.2,,M,1,0,0,1,0,0
594,The Godfather: Part III,1990,7.1,http://www.imdb.com/title/tt0099674/,M,1,0,1,1,0,0
595,Elizabethtown,2005,6.1,,M,0,1,1,0,0,1
596,"You, Me and Dupree",2006,5.4,http://www.youmeanddupree.com/,M,0,1,0,0,0,1
597,Superman II,1980,6.5,,M,1,0,1,0,0,0
598,Gigli,2003,3.5,http://www.sonypictures.com/homevideo/catalog/catalogDetail_DVD043396087576.html,M,0,0,1,0,0,0
599,All the King's Men,2006,5.7,http://www.sonypictures.com/homevideo/allthekingsmen/,M,1,0,1,0,0,0
600,Shaft,2000,5.5,,M,1,0,0,1,0,0
601,Anastasia,1997,7.4,,M,0,1,0,0,0,0
602,Moulin Rouge!,2001,7.4,,M,0,0,1,0,1,1
603,Domestic Disturbance,2001,5.4,,M,1,0,0,1,0,0
604,Flags of Our Fathers,2006,6.7,,M,0,0,1,0,1,0
605,Beloved,1998,5.9,,M,1,0,1,0,0,0
606,Lucky You,2007,5.4,http://luckyyoumovie.warnerbros.com/,M,0,0,1,0,0,1
607,Catch Me If You Can,2002,7.7,https://www.facebook.com/CatchMeIfYouCanMovie,M,0,0,1,1,0,0
608,Valentine's Day,2010,5.7,http://www.valentinesdaymovie.com/,M,0,1,0,0,0,1
609,The Dukes of Hazzard,2005,5.1,http://www.warnerbros.com/dukes-hazzard/index_splash,M,1,1,0,0,0,0
610,The Thin Red Line,1998,7.2,,M,0,0,1,0,1,0
611,The Change-Up,2011,5.9,http://www.thechangeupmovie.com/,M,0,1,0,0,0,0
612,Man on the Moon,1999,6.9,http://www.universalpictures.com/manonthemoon/,M,0,1,1,0,0,1
613,Casino,1995,7.8,,M,0,0,1,1,0,0
614,From Paris with Love,2010,6.1,http://www.frompariswithlovefilm.com/,M,1,0,0,1,0,0
615,Bulletproof Monk,2003,5.1,,M,1,1,1,0,0,0
616,"Me, Myself & Irene",2000,6.1,,M,0,1,0,0,0,0
617,Barnyard,2006,5.3,,M,0,1,0,0,0,0
618,Deck the Halls,2006,5.1,,M,0,1,0,0,0,0
619,The Twilight Saga: New Moon,2009,5.6,http://www.twilightthemovie.com/,M,1,0,1,0,0,1
620,Shrek,2001,7.3,http://www.shrek.com/,M,1,1,1,0,0,0
621,Robin Hood: Prince of Thieves,1991,6.6,,M,1,0,0,0,0,0
622,Jerry Maguire,1996,6.7,,M,0,1,1,0,0,1
623,As Good as It Gets,1997,7.2,,M,0,1,0,0,0,1
624,Patch Adams,1998,7,,M,0,1,1,0,0,0
625,Anchorman 2: The Legend Continues,2013,6,,M,0,1,0,0,0,0
626,Mr. Deeds,2002,5.6,,M,0,1,0,0,0,1
627,Erin Brockovich,2000,7.1,http://www.brockovich.com/movie.html,M,0,0,1,0,0,0
628,How to Lose a Guy in 10 Days,2003,6.3,,M,0,1,0,0,0,1
629,Interview with the Vampire,1994,7.2,,M,0,0,0,1,0,1
630,Yes Man,2008,6.4,,M,0,1,0,0,0,0
631,Stepmom,1998,6.9,,M,0,0,1,0,0,1
632,Payback,1999,6.7,,M,1,0,1,1,0,0
633,Congo,1995,5,,M,1,0,1,1,0,0
634,We Bought a Zoo,2011,6.5,http://www.weboughtazoo.com/,M,0,1,1,0,0,0
635,Knowing,2009,5.9,http://knowing-themovie.com/,M,1,0,1,1,0,0
636,Failure to Launch,2006,5.5,,M,0,1,0,0,0,0
637,The Ring Two,2005,5.4,,M,1,0,1,1,0,0
638,Garfield,2004,5.2,,M,0,1,0,0,0,0
639,Christmas with the Kranks,2004,5.2,,M,0,1,0,0,0,0
640,Outbreak,1995,6.3,,M,1,0,1,0,0,0
641,Non-Stop,2014,6.8,,M,1,0,0,1,0,0
642,Race to Witch Mountain,2009,5.5,,M,1,0,1,0,0,0
643,V for Vendetta,2006,7.7,http://vforvendetta.warnerbros.com/,M,1,0,1,0,0,0
644,Shanghai Knights,2003,6,,M,1,1,0,0,0,0
645,Curious George,2006,6.2,,M,1,1,0,0,0,0
646,Herbie Fully Loaded,2005,5.1,,M,1,1,1,0,0,1
647,Don't Say a Word,2001,6,,M,1,0,0,0,0,0
648,Hansel & Gretel: Witch Hunters,2013,5.7,http://www.hanselandgretelmovie.com/,M,1,0,1,1,0,0
649,Unfaithful,2002,6.3,,M,1,0,1,0,0,0
650,Syriana,2005,6.3,http://syrianamovie.warnerbros.com/,M,1,0,1,0,0,0
651,13 Hours: The Secret Soldiers of Benghazi,2016,7,http://www.thirteenhoursmovie.com/,M,1,0,1,0,1,0
652,Firewall,2006,5.6,,M,1,0,0,0,0,0
653,Absolute Power,1997,6.4,,M,1,0,1,1,0,0
654,G.I. Jane,1997,6,,M,1,0,1,0,0,0
655,The Game,1997,7.5,,M,1,0,1,1,0,0
656,The Replacements,2000,6.1,,M,0,1,0,0,0,0
657,The Negotiator,1998,6.8,,M,1,0,1,1,0,0
658,Into the Storm,2014,5.8,,M,1,0,0,0,0,0
659,Beverly Hills Cop III,1994,5.5,,M,1,1,0,1,0,0
660,Gremlins 2: The New Batch,1990,6.2,,M,0,1,1,1,0,0
661,The Peacemaker,1997,5.8,,M,1,0,0,0,0,0
662,Resident Evil: Apocalypse,2004,6.1,,M,1,0,1,1,0,0
663,Bridget Jones: The Edge of Reason,2004,6.1,,M,0,1,0,0,0,1
664,Out of Time,2003,6.1,,M,1,0,1,1,0,0
665,On Deadly Ground,1994,4.5,,M,1,0,0,0,0,0
666,The Adventures of Sharkboy and Lavagirl,2005,4.4,http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl/,M,1,0,1,0,0,0
667,The Beach,2000,6.3,,M,1,0,1,0,0,1
668,Raising Helen,2004,5.9,,M,0,1,1,0,0,1
669,Ninja Assassin,2009,6.2,http://ninja-assassin-movie.warnerbros.com/,M,1,0,0,1,0,0
670,For Love of the Game,1999,6.3,,M,0,0,1,0,0,1
671,Striptease,1996,4.4,,M,1,0,1,1,0,0
672,Marmaduke,2010,5,http://www.themarmadukemovie.com/,M,0,1,0,0,0,0
673,Hereafter,2010,5.8,http://hereafter.warnerbros.com/,M,0,0,1,0,0,0
674,Murder by Numbers,2002,6,,M,1,0,1,1,0,0
675,Assassins,1995,6,,M,1,0,0,1,0,0
676,Hannibal Rising,2007,6,http://hannibalrising.com/,M,1,0,1,1,0,0
677,The Story of Us,1999,5.9,,M,0,1,1,0,0,1
678,Basic,2003,6.2,,M,1,0,1,1,0,0
